"subj" "trial" "cond" "Initiation Time" "Mean Gaze" "Nr. Fixation" "Mean Saccade" "Entropy" "Latency Body" "First Fixation Body" "Total Fixation Body" "Mean Gaze Body" "Proportion Fixation Body" "Latency Object" "First Fixation Object" "Total Fixation Object" "Mean Gaze Object" "Proportion Fixation Object" "Latency Face" "First Fixation Face" "Total Fixation Face" "Mean Gaze Face" "Proportion Fixation Face" "Task" "Saliency" "Turbulence" "Complexity" "Clutter" "Feature Congestion" "Fixation Area"
7 1 3 114 232.588235294118 17 198.063386759324 11.5848759710901 8 106 1288 214.667 0.326 700 218 2666 242.364 0.674 0 0 0 0 0 "Prod" 242.647102941176 9.85084144524551 0.575657385501204 "Clu" 5.28848 2.73443306921464
11 1 3 426 296.222222222222 18 194.830771747223 11.4596616333775 8 418 2808 280.8 0.527 1500 262 2084 347.333 0.391 668 238 440 220 0.083 "Prod" 254.084350555556 9.64419055633096 0.511722316974593 "Clu" 5.28848 2.58116542006776
15 1 3 466 200.545454545455 22 143.725697020702 11.3384908039756 8 458 1876 187.6 0.425 500 102 2044 204.4 0.463 2740 186 492 246 0.112 "Prod" 240.967288181818 13.4866776335057 0.627427080835088 "Clu" 5.28848 3.28929306721353
19 1 3 434 250.571428571429 14 245.703006427418 11.5591518234362 8 426 1418 283.6 0.404 668 142 2090 232.222 0.596 0 0 0 0 0 "Prod" 227.529477857143 8.75791841814288 0.603042876053109 "Clu" 5.28848 2.46635348552238
23 1 3 354 254.666666666667 30 157.916635575091 11.9414558701445 8 346 1810 258.571 0.237 384 106 5298 252.286 0.693 1060 362 532 266 0.07 "Prod" 240.335309310345 16.1254755803924 0.586119733865647 "Clu" 5.28848 4.83052692129209
4 1 4 410 233.466666666667 15 208.28274703664 11.4605723931999 452 218 694 231.333 0.198 8 402 2360 236 0.674 1224 390 448 224 0.128 "Prod" 249.540084666667 10.3959862596092 0.686937652561989 "Clu" 5.28848 2.5218907193066
8 1 4 446 247.473684210526 19 191.748622763229 11.5431482644297 8 438 2278 253.111 0.484 1096 422 1988 248.5 0.423 3976 202 436 218 0.093 "Prod" 254.182220526316 11.7777808136752 0.636059447020554 "Clu" 5.28848 3.0231514731139
12 1 4 478 200.074074074074 27 158.352344039258 11.6584669196817 516 222 1784 178.4 0.33 12 466 3618 212.824 0.67 0 0 0 0 0 "Prod" 232.520355555556 14.9377072556328 0.572051352098301 "Clu" 5.28848 3.88273250079607
16 1 4 434 412.615384615385 26 123.037513036663 11.1527005660063 480 366 2362 337.429 0.22 8 426 8100 450 0.755 1560 266 266 266 0.025 "Prod" 234.309833461538 15.2226319704559 0.597915452960411 "Clu" 5.28848 2.99266131408014
20 1 4 330 204.5 16 172.037265491431 11.3169007487332 8 322 1610 178.889 0.492 1000 206 510 170 0.156 1656 382 1152 288 0.352 "Prod" 229.464244375 9.49405619813832 0.563644356622143 "Clu" 5.28848 2.60850827383596
24 1 4 410 210.761904761905 21 199.290035913445 11.8375268698826 8 402 1040 260 0.235 452 254 3268 204.25 0.738 3692 118 118 118 0.027 "Prod" 244.447342380952 11.8294884019393 0.561447100869873 "Clu" 5.28848 3.43008362420526
4 2 1 462 181.826086956522 23 130.810622567349 11.5460876924118 508 122 436 218 0.104 16 446 3208 200.5 0.767 664 190 538 107.6 0.129 "Prod" 228.329048 11.957134164648 0.509325461933595 "Min" 3.163311 3.59605193801915
8 2 1 438 336.666666666667 36 170.975905693065 11.4071198199402 484 134 3678 334.364 0.303 8 430 7338 386.211 0.605 3416 298 1104 184 0.091 "Prod" 249.299551666667 22.5242947490155 0.660101667316806 "Min" 3.163311 5.07483064713158
12 2 1 470 208.4 50 137.484818930733 11.8366691680284 516 106 1666 128.154 0.16 8 462 7738 249.613 0.743 652 138 1016 169.333 0.098 "Prod" 249.2612718 24.8494840537569 0.568868712438372 "Min" 3.163311 6.81416423622576
16 2 1 462 296.72 25 178.879880912732 11.6822763983771 512 162 2062 229.111 0.278 8 454 4872 348 0.657 716 350 484 242 0.065 "Prod" 240.3156556 15.0551208658929 0.633616460256639 "Min" 3.163311 4.07349323050536
20 2 1 502 208.4 20 208.516678969861 11.5135292762078 1076 158 1100 275 0.264 232 270 2424 202 0.582 544 166 644 161 0.155 "Prod" 256.8896799 12.3329798288914 0.604102473330088 "Min" 3.163311 3.03251074280085
24 2 1 202 266.266666666667 30 201.710973192329 11.7606116105102 4408 426 1136 284 0.142 8 194 5928 296.4 0.742 468 218 924 154 0.116 "Prod" 222.097663033333 14.1919997938132 0.457152765737261 "Min" 3.163311 4.75217870860027
1 2 2 550 267.6 45 174.269485283189 11.8775934917358 1016 146 6666 317.429 0.554 8 542 4244 235.778 0.352 1192 198 1132 188.667 0.094 "Prod" 239.448442888889 24.23921439808 0.579638838962545 "Min" 3.163311 5.66313385659221
5 2 2 474 420.4 10 189.221997667438 10.8307480246116 2280 350 350 350 0.083 8 466 3656 457 0.87 1760 198 198 198 0.047 "Prod" 230.485245 5.92899795212231 0.522682864472012 "Min" 3.163311 1.6784701738886
9 2 2 382 207.857142857143 28 139.813807751083 11.6439147956491 436 118 1864 186.4 0.32 16 366 2826 217.385 0.486 588 390 1130 226 0.194 "Prod" 261.095817678571 16.1818002247749 0.615232551515222 "Min" 3.163311 4.50272944537408
13 2 2 366 254.4 20 222.477689091048 11.3029760554122 420 190 3480 248.571 0.684 8 358 1608 268 0.316 0 0 0 0 0 "Prod" 267.5237898 10.5862667477297 0.453981105190033 "Min" 3.163311 2.90213480912751
17 2 2 442 350.285714285714 14 134.24834455798 10.8360145725076 496 170 706 235.333 0.144 8 434 3900 390 0.795 1668 298 298 298 0.061 "Prod" 245.988424714286 7.14449971067252 0.486606731956648 "Min" 3.163311 1.85159070728444
21 2 2 438 185.466666666667 15 230.023757701195 11.3596462645734 1096 98 270 90 0.097 8 430 1740 217.5 0.625 492 138 772 193 0.277 "Prod" 242.733226666667 10.3572982815746 0.648098153423597 "Min" 3.163311 2.42236990090541
25 2 2 446 280.25 16 194.748443111436 11.3117857364793 488 90 250 83.333 0.056 8 438 4008 334 0.894 608 226 226 226 0.05 "Prod" 262.3285015 8.73038096505393 0.551785417389719 "Min" 3.163311 2.6115764337762
2 2 3 542 337 28 131.286619075977 11.4844112604486 588 150 1328 332 0.141 8 534 6236 346.444 0.661 764 234 1872 312 0.198 "Prod" 237.511588214286 12.7157549409627 0.502522401762089 "Clu" 3.836374 3.62884708022766
6 2 3 94 247.677419354839 31 203.501235115343 11.8757978454867 1300 102 1252 208.667 0.163 8 86 4738 278.706 0.617 520 234 1688 211 0.22 "Prod" 229.275864 19.1268488031699 0.675418358939916 "Clu" 3.836374 4.61509651828244
10 2 3 438 263.375 32 212.84549339671 11.9044040053034 488 210 2194 243.778 0.26 8 430 5024 279.111 0.596 760 154 1210 242 0.144 "Prod" 254.0843684375 18.4837714632848 0.651023375921589 "Clu" 3.836374 5.13729188078667
14 2 3 54 224 62 128.785343253092 12.1342551342042 516 154 5326 213.04 0.383 8 46 6794 234.276 0.489 692 410 1768 221 0.127 "Prod" 247.223791774194 32.7583536466033 0.616321777319219 "Clu" 3.836374 7.62553924520605
18 2 3 386 284.666666666667 24 195.075940077178 11.3476358558715 1412 342 1130 226 0.165 8 378 3660 366 0.536 432 138 2042 226.889 0.299 "Prod" 249.206927083333 13.0004554984406 0.5594121831668 "Clu" 3.836374 2.94575171804273
22 2 3 146 236.909090909091 55 175.0915041866 12.1055605332792 552 190 3538 272.154 0.272 8 138 8116 225.444 0.623 952 250 1376 229.333 0.106 "Prod" 253.414373518519 31.3110529143413 0.677933347545444 "Clu" 3.836374 8.23301601966944
3 2 4 538 299.6 30 148.179017958746 11.4722238320848 784 178 2500 208.333 0.278 8 530 6222 366 0.692 2352 266 266 266 0.03 "Prod" 258.814658333333 18.8685085265929 0.668072555308755 "Clu" 3.836374 3.10297449488779
7 2 4 126 228.352941176471 17 187.871177955222 11.498801199067 544 138 748 187 0.193 8 118 2650 240.909 0.683 1472 330 484 242 0.125 "Prod" 222.435421764706 11.0032714585141 0.643787689888497 "Clu" 3.836374 2.48920131338082
11 2 4 486 232.47619047619 21 92.1354887472547 10.8290237886849 736 170 1558 222.571 0.319 56 430 2798 215.231 0.573 1264 526 526 526 0.108 "Prod" 264.19686952381 12.7872647134615 0.617474169541546 "Clu" 3.836374 2.37407213916866
15 2 4 430 253.428571428571 14 218.401116456936 11.0060146673202 476 142 860 215 0.242 8 422 2390 265.556 0.674 3228 298 298 298 0.084 "Prod" 253.902649285714 8.3704094609053 0.590783588533511 "Clu" 3.836374 2.08501965262013
19 2 4 482 253.866666666667 30 143.10932037951 11.403167795059 536 166 1838 262.571 0.241 8 474 4980 276.667 0.654 1484 134 798 159.6 0.105 "Prod" 249.920590333333 17.5518232975187 0.638172550310576 "Clu" 3.836374 3.32664964645676
23 2 4 98 217.333333333333 24 242.891891265865 11.7547156277483 436 98 710 142 0.136 8 90 2730 248.182 0.523 2672 50 1776 222 0.34 "Prod" 243.616598333333 14.1234816549384 0.611728339157147 "Clu" 3.836374 3.74191170527085
3 3 1 438 284.782608695652 23 132.577163068728 11.246468587045 484 150 2472 247.2 0.377 8 430 3430 311.818 0.524 3968 170 648 324 0.099 "Prod" 265.331513913043 12.9288882212401 0.547156943747263 "Min" 2.962749 2.83119567511215
7 3 1 202 266 18 119.927400015924 11.0227896460344 8 194 2570 285.556 0.537 232 242 2218 246.444 0.463 0 0 0 0 0 "Prod" 266.121393888889 9.91879032882902 0.502986248560884 "Min" 2.962749 1.44755515809896
11 3 1 426 315.272727272727 22 86.5957386474073 11.1477908914728 464 294 2098 299.714 0.302 12 414 4838 322.533 0.698 0 0 0 0 0 "Prod" 274.032795 10.7077533469071 0.448527561319836 "Min" 2.962749 3.12340000354149
15 3 1 150 229.764705882353 17 123.618473120378 10.8740882233337 460 238 2294 254.889 0.587 8 142 1422 203.143 0.364 2600 190 190 190 0.049 "Prod" 265.261563529412 9.02771107552755 0.492818339636299 "Min" 2.962749 2.13568330382418
19 3 1 390 286.941176470588 17 125.690854190851 11.3776826294814 436 430 1730 346 0.355 8 382 3148 262.333 0.645 0 0 0 0 0 "Prod" 239.284054705882 9.78319780211245 0.549474481565772 "Min" 2.962749 2.77282391429719
23 3 1 374 303 28 104.557506780683 11.1870450670327 640 214 400 200 0.047 8 366 5722 272.476 0.674 412 206 2362 472.4 0.278 "Prod" 227.269792857143 11.8138886630722 0.408999347554439 "Min" 2.962749 4.04561746877593
4 3 2 374 162.347826086957 23 82.8396046140035 11.023124603861 408 230 596 298 0.16 8 366 2356 147.25 0.631 1328 246 782 156.4 0.209 "Prod" 256.673563043478 11.0669029055447 0.480844957803048 "Min" 2.962749 0.574624995491023
8 3 2 170 325.333333333333 12 100.337843889992 10.7447254796764 468 222 1572 393 0.403 8 162 2332 291.5 0.597 0 0 0 0 0 "Prod" 271.8116805 7.44479785183842 0.562898212202245 "Min" 2.962749 1.816094955219
12 3 2 34 169.384615384615 39 149.315603561547 11.9703534403906 768 310 826 165.2 0.125 8 26 4940 164.667 0.748 1264 194 840 210 0.127 "Prod" 235.876428631579 20.1830855072411 0.513509400924948 "Min" 2.962749 5.86431066298839
16 3 2 390 385.851851851852 27 64.4353284474047 10.705692631467 436 286 3022 431.714 0.29 8 382 7396 369.8 0.71 0 0 0 0 0 "Prod" 250.266027481481 14.1153027827923 0.472167111880497 "Min" 2.962749 2.34648990122899
20 3 2 166 182 26 86.1071204170381 11.0293021518874 508 314 842 168.4 0.178 108 58 3676 183.8 0.777 5264 214 214 214 0.045 "Prod" 256.26669125 14.709518049255 0.551436161873408 "Min" 2.962749 2.84821925166241
24 3 2 262 219.142857142857 21 145.909688756656 11.5923864979991 1172 230 488 244 0.106 8 254 3628 201.556 0.788 2996 486 486 486 0.106 "Prod" 241.825104444444 10.9667472372612 0.530453525975014 "Min" 2.962749 3.53845188329117
1 3 3 298 266.340425531915 47 181.597546891325 11.8898975290045 524 226 2152 215.2 0.172 8 290 9870 282 0.788 6224 262 496 248 0.04 "Prod" 234.064301702128 25.2289085967584 0.58289294236482 "Clu" 4.241852 5.06450955586931
5 3 3 142 286 15 182.254819682388 11.0594107269697 464 250 2382 340.286 0.555 8 134 1908 238.5 0.445 0 0 0 0 0 "Prod" 239.934364666667 8.87962123470448 0.543300469833644 "Clu" 4.241852 1.85545396999459
9 3 3 410 343.411764705882 17 184.467325663396 11.4852256104728 456 226 628 314 0.108 8 402 4428 316.286 0.758 1180 782 782 782 0.134 "Prod" 215.581206470588 9.61363186811622 0.562789335560778 "Clu" 4.241852 2.75866937597327
13 3 3 326 249.5 16 205.585388105046 11.409173626348 544 478 1840 306.667 0.461 8 318 2152 215.2 0.539 0 0 0 0 0 "Prod" 233.360460625 9.03917815373086 0.539945805405383 "Clu" 4.241852 2.44754058839174
17 3 3 378 244.4 20 153.739197861825 11.4587551655941 424 250 1498 214 0.306 8 370 3390 260.769 0.694 0 0 0 0 0 "Prod" 208.127412105263 10.8064966262274 0.517495277751508 "Clu" 4.241852 2.97864617461194
21 3 3 138 260.666666666667 15 123.797416422094 11.0449715150082 484 126 1532 255.333 0.392 8 130 2378 264.222 0.608 0 0 0 0 0 "Prod" 201.603755333333 7.9682319046158 0.48815323492676 "Clu" 4.241852 2.12893671141302
25 3 3 446 319.866666666667 15 193.162374669234 11.0072811284093 488 182 3090 343.333 0.644 132 314 1708 284.667 0.356 0 0 0 0 0 "Prod" 240.549812666667 8.5674136200829 0.508826220814715 "Clu" 4.241852 1.60894425759009
2 3 4 462 326.857142857143 14 112.38400968701 10.964769849781 500 134 2342 334.571 0.512 8 454 2234 319.143 0.488 0 0 0 0 0 "Prod" 230.877322857143 8.01912213849895 0.514551134774113 "Clu" 4.241852 1.70948291476032
6 3 4 454 236.909090909091 22 173.785038641797 11.3635730694398 504 262 1840 306.667 0.353 8 446 3372 210.75 0.647 0 0 0 0 0 "Prod" 224.798732272727 12.265807178426 0.54312704996216 "Clu" 4.241852 3.51773817057753
10 3 4 178 274.166666666667 24 135.296241989336 11.3530415303409 452 146 2370 263.333 0.36 8 170 4210 280.667 0.64 0 0 0 0 0 "Prod" 205.779264761905 11.6693019194998 0.475461057566536 "Clu" 4.241852 3.83930030981669
14 3 4 486 244.666666666667 42 131.758259306099 11.4454831977596 528 138 1770 252.857 0.172 8 478 7182 247.655 0.699 2872 274 1324 220.667 0.129 "Prod" 244.2702 22.7448011897926 0.592232192077726 "Clu" 4.241852 4.82468872852916
18 3 4 410 304.58064516129 31 123.456161432142 11.2413407074066 452 338 1704 426 0.18 16 394 7540 314.167 0.799 10200 22 198 66 0.021 "Prod" 218.781017 14.9890168686014 0.5167998176135 "Clu" 4.241852 3.74777089462419
22 3 4 218 199.090909090909 33 144.942152240301 11.6059156379439 460 230 2054 228.222 0.313 100 118 4176 189.818 0.636 2252 150 340 170 0.052 "Prod" 218.338031212121 18.22291130585 0.571940670270463 "Clu" 4.241852 4.35788197948368
2 4 1 298 288.117647058824 17 156.763264959464 11.0811387317925 320 154 874 174.8 0.178 8 290 2924 365.5 0.597 500 218 1100 275 0.225 "Prod" 224.499620823529 9.15626714878856 0.519675900593209 "Min" 2.657324 2.41803702976161
6 4 1 210 300.742857142857 35 162.498204819367 11.1729671066006 1756 222 1246 249.2 0.118 8 202 8076 336.5 0.767 500 186 1204 200.667 0.114 "Prod" 200.341348571429 13.1332159274876 0.377159665309971 "Min" 2.657324 3.06803715960704
10 4 1 110 238.333333333333 24 211.824241192204 11.3933727598752 132 330 1906 272.286 0.333 8 102 2868 239 0.501 1084 238 946 189.2 0.165 "Prod" 249.192572208333 13.4179471448648 0.562596000971453 "Min" 2.657324 3.34325814374193
14 4 1 514 261.411764705882 34 133.325082918133 11.458886970053 556 86 2542 231.091 0.286 8 506 5392 269.6 0.607 2264 358 954 318 0.107 "Prod" 196.228825735294 17.0951992045771 0.486049471190299 "Min" 2.657324 2.65917385437641
18 4 1 394 298.941176470588 34 177.90282249432 11.4021549505152 5536 202 1284 214 0.126 8 386 6984 349.2 0.687 428 210 1896 237 0.187 "Prod" 209.628104735294 14.4567469201747 0.407139878467454 "Min" 2.657324 2.67477624537825
22 4 1 158 251.272727272727 44 162.159785274156 11.3687234596702 668 190 3440 245.714 0.311 8 150 6188 257.833 0.56 484 150 1428 238 0.129 "Prod" 202.806673431818 23.7471994058978 0.54188363157006 "Min" 2.657324 -0.74814272001129
3 4 2 454 308.322580645161 31 149.017846904511 11.3263894060685 484 142 2980 248.333 0.312 8 446 5770 384.667 0.604 2232 150 808 202 0.085 "Prod" 205.260233096774 15.0480354132428 0.449391791583721 "Min" 2.657324 3.09304239633003
7 4 2 274 225.428571428571 14 203.410090101599 11.5087901669597 680 230 1078 215.6 0.342 8 266 1484 247.333 0.47 524 114 594 198 0.188 "Prod" 226.331085 8.29856137671901 0.577369596672592 "Min" 2.657324 2.37574019683064
11 4 2 402 198 26 95.5513553814854 11.3868757567092 920 318 1134 126 0.22 8 394 2142 194.727 0.416 428 178 1872 312 0.364 "Prod" 181.703414307692 11.3826690233432 0.433535691885715 "Min" 2.657324 2.56212347926296
15 4 2 394 243.454545454545 11 153.832070054561 10.7177410735687 744 66 1870 267.143 0.698 8 386 808 202 0.302 0 0 0 0 0 "Prod" 221.224354545455 4.80152965339548 0.354657675245951 "Min" 2.657324 1.73464565322068
19 4 2 118 246.421052631579 19 186.291646232094 11.3897427855455 900 434 556 278 0.119 8 110 3222 247.846 0.688 1808 154 904 226 0.193 "Prod" 209.539171894737 8.80220101634857 0.418246417101578 "Min" 2.657324 1.76611942577047
23 4 2 262 288.888888888889 18 208.927676456089 11.2734100502937 1232 302 1936 322.667 0.372 220 42 3062 278.364 0.589 2828 202 202 202 0.039 "Prod" 178.787514833333 7.84261727361344 0.384616325264889 "Min" 2.657324 2.60140796230165
4 4 3 454 187.333333333333 21 108.371204554512 11.1680005658655 2244 54 54 54 0.014 32 422 3650 192.105 0.928 492 230 230 230 0.058 "Prod" 170.030083333333 8.41169544507341 0.382929970886761 "Clu" 3.139285 2.18307887147948
8 4 3 258 262.695652173913 23 169.717254380391 11.4565947701605 2012 150 1880 235 0.311 8 250 3256 325.6 0.539 524 182 906 181.2 0.15 "Prod" 217.959625217391 13.1828000567883 0.6046657382971 "Clu" 3.139285 3.43650835220307
12 4 3 470 125.016393442623 61 99.276158541467 11.4440777157993 1592 146 1658 127.538 0.217 8 462 4468 117.579 0.586 504 206 1500 150 0.197 "Prod" 203.218448196721 22.0222511408506 0.441272728493041 "Clu" 3.139285 -3.17490954792897
16 4 3 174 321.741935483871 31 127.222337254107 11.590073186303 2140 374 996 249 0.1 8 166 6886 327.905 0.69 672 166 2092 348.667 0.21 "Prod" 209.928203225806 16.7514619013252 0.545593361505926 "Clu" 3.139285 4.18826425755636
20 4 3 230 211.454545454545 11 104.155188698866 11.1466827805089 2628 218 218 218 0.094 8 222 1930 214.444 0.83 508 178 178 178 0.077 "Prod" 177.882144545455 5.50224294720727 0.449048282851761 "Clu" 3.139285 1.70503191316946
24 4 3 358 283.565217391304 23 172.362366254738 11.8549708104574 400 166 796 199 0.122 36 322 5448 302.667 0.835 2548 278 278 278 0.043 "Prod" 195.51157 11.4431468962098 0.461395257166987 "Clu" 3.139285 4.05186644050106
1 4 4 550 225.627906976744 43 155.593032155136 12.0171455075955 4488 162 442 88.4 0.046 8 542 7930 240.303 0.817 932 138 1330 266 0.137 "Prod" 229.906180930233 20.2787043967283 0.507307951348689 "Clu" 3.139285 5.05177648101079
5 4 4 478 294.615384615385 13 136.770439504852 11.1581239695905 1928 562 1028 257 0.268 8 470 2354 336.286 0.615 2760 174 448 224 0.117 "Prod" 201.548760769231 6.73064677724094 0.456520705097139 "Clu" 3.139285 1.91012175840844
9 4 4 402 310 16 112.701121560642 10.9200748284261 1148 322 1200 300 0.242 8 394 3594 326.727 0.725 440 166 166 166 0.033 "Prod" 239.78901 7.18224729557575 0.402006253490111 "Clu" 3.139285 2.43168523268418
13 4 4 430 282.869565217391 23 181.129361701233 11.3446624017907 2028 26 1048 262 0.161 36 394 4568 285.5 0.702 476 222 890 296.667 0.137 "Prod" 234.843006086957 12.4148429406755 0.495827137836891 "Clu" 3.139285 3.63061442487988
17 4 4 426 211.157894736842 38 140.409042140848 11.6876173986819 1224 222 2124 212.4 0.265 16 410 5718 211.778 0.713 476 182 182 182 0.023 "Prod" 259.438125833333 20.5040549864172 0.551198000984158 "Clu" 3.139285 4.49505968186674
21 4 4 74 206.96 25 151.793418631233 11.6445534312688 852 42 800 133.333 0.155 8 66 3438 229.2 0.664 468 138 936 234 0.181 "Prod" 251.0446344 15.6730733313028 0.635908601899863 "Clu" 3.139285 3.64486638809448
25 4 4 494 323.066666666667 15 142.668869947325 10.7025413444926 2328 218 256 128 0.053 8 486 4416 368 0.911 540 174 174 174 0.036 "Prod" 190.182942666667 7.06101667462451 0.430863263720848 "Clu" 3.139285 2.0041934429473
1 5 1 470 293.04347826087 46 192.365201883606 11.8067712240183 8 462 2856 285.6 0.212 900 182 7830 313.2 0.581 516 318 2794 254 0.207 "Prod" 264.799930108696 27.1318905709849 0.6256972647696 "Min" 2.513436 4.34392768569075
5 5 1 410 395.2 10 228.606310423009 11.4630839069448 856 378 1580 395 0.4 8 402 1078 359.333 0.273 460 362 1294 431.333 0.327 "Prod" 262.07331 6.1913622165898 0.552214724463724 "Min" 2.513436 1.76168106108742
9 5 1 438 231.62962962963 27 207.93488540189 11.7512981839606 1280 162 1442 206 0.231 8 430 2966 228.154 0.474 488 186 1846 263.714 0.295 "Prod" 266.136962222222 14.9753054066922 0.559949023878686 "Min" 2.513436 3.21414032942285
